"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Id_Category","Outlet_Age","Item_MRP_clusters","sommes_num","Qty_Vente","MrpParUnite","Visi_plus_MRP","Visi_fois_MRP","MRP_plus_Weight","MRP_fois_Weight","Outlet_Ranking","Sum_of_ordinals","ItemAvgMRPmap","produit_num"
"551","FDU21",11.8,"Regular",0.076705948,"Snack Foods",34.7558,"OUT035","2004","Small","Tier 2","Supermarket Type1",780.9834,"FD",17,"4",46.632505948,22.4705919587522,11.5852666666667,34.832505948,2.6659765874984,46.5558,410.11844,7,1446.25882919132,2.88608474576271,2.82372697480181e+21
"552","FDI14",14.1,"Low Fat",0.089677773,"Canned",139.8496,"OUT046","1997","Small","Tier 1","Supermarket Type1",1693.7952,"FD",24,"3",154.039277773,12.1115484062879,46.6165333333333,139.939277773,12.5414006829408,153.9496,1971.87936,9,4396.36561011386,9.97248936170213,2.35813868885164e+27
"553","FDW50",13.1,"Low Fat",0.132327406,"Dairy",168.4158,"OUT019","1985","Small","Tier 1","Grocery Store",334.2316,"FD",36,"3",181.648127406,1.98456201852795,56.1386,168.548127406,22.2860259434148,181.5158,2206.24698,5,3395.21376660454,12.7374232400339,5.30410704926664e+26
"554","FDN39",19.35,"Regular",0.065520388,"Meat",168.3816,"OUT046","1997","Small","Tier 1","Supermarket Type1",1342.2528,"FD",24,"3",187.797120388,7.97149332231075,56.1272,168.447120388,11.0324277640608,187.7316,3258.18396,9,5470.02418214617,8.67145793855871,6.9020424192429e+27
"555","FDT31",19.75,"Low Fat",0.012518707,"Fruits and Vegetables",190.6872,"OUT017","2007","Small","Tier 2","Supermarket Type1",4916.2672,"FD",14,"3",210.449718707,25.7818416757916,63.5624,190.699718707,2.3871571854504,210.4372,3766.0722,3,9636.11691815249,9.56238987341772,5.45349678167036e+26
"556","FDJ14",10.3,"Regular",0.050353695,"Canned",78.696,"OUT017","2007","Small","Tier 2","Supermarket Type1",1757.712,"FD",14,"4",89.046353695,22.3354681305276,26.232,78.746353695,3.96263438172,88.996,810.5688,3,2997.51496035075,7.75257820927724,4.41435181529109e+23
"557","NCQ43",17.75,"Non Edible",0.110762642,"Others",108.5912,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1637.868,"NC",36,"1",126.451962642,15.0828796440227,54.2956,108.701962642,12.0278482099504,126.3412,1927.4938,6,4202.54201531747,6.13133521126761,2.25328186039958e+27
"558","FDZ22",9.395,"Low Fat",0.045050674,"Snack Foods",84.925,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1747.725,"FD",36,"1",94.365050674,20.5796290844863,42.4625,84.970050674,3.82592848945,94.32,797.870375,6,3038.34688635217,8.87026195967122,2.94781228637683e+24
"559","FDU38",10.8,"Low Fat",0.083016832,"Dairy",193.4504,"OUT017","2007","Small","Tier 2","Supermarket Type1",2876.256,"FD",14,"3",204.333416832,14.8681832655813,64.4834666666667,193.533416832,16.0596393571328,204.2504,2089.26432,3,5899.16185840298,17.7602222222222,5.56554922453087e+27
"560","FDS32",17.75,"Regular",0.034365877,"Fruits and Vegetables",139.9838,"OUT045","2002","Small","Tier 2","Supermarket Type1",1966.7732,"FD",19,"3",157.768165877,14.0500057863839,46.6612666666667,140.018165877,4.8106660527926,157.7338,2484.71245,8,5183.69024633059,7.92641126760563,3.10687768214389e+26
"561","DRH13",8.575,"Low Fat",0.023983258,"Soft Drinks",106.328,"OUT018","2009","Medium","Tier 3","Supermarket Type2",958.752,"DR",12,"1",114.926983258,9.01692874877737,53.164,106.351983258,2.550091856624,114.903,911.7626,4,2415.15921007475,12.4645545837383,8.38614306593887e+22
"562","DRF03",19.1,"Low Fat",0.075836522,"Dairy",40.2138,"OUT010","1998","Medium","Tier 3","Grocery Store",81.2276,"DR",23,"4",59.389636522,2.01989366834271,20.1069,40.289636522,3.0496747284036,59.3138,768.08358,1,1138.49467205495,2.0984537521815,97501261854016765952
"563","FDJ20",20.7,"Regular",0.100330684,"Fruits and Vegetables",123.4388,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1238.388,"FD",22,"1",144.239130684,10.0324047220161,61.7194,123.539130684,12.3846992361392,144.1388,2555.18316,10,4498.74103185296,5.98206763285024,4.08652985039064e+27
"564","FDE22",9.695,"Low Fat",0.051778173,"Snack Foods",157.892,"OUT019","1985","Small","Tier 1","Grocery Store",319.584,"FD",36,"3",167.638778173,2.02406708382945,52.6306666666667,157.943778173,8.175359291316,167.587,1530.76294,5,2630.23413512105,16.4612686952037,5.71375248608651e+24
"565","FDX22",6.785,"Regular",0.022970468,"Snack Foods",211.0928,"OUT035","2004","Small","Tier 2","Supermarket Type1",4418.2488,"FD",17,"2",217.900770468,20.9303623809055,70.3642666666667,211.115770468,4.8489004074304,217.8778,1432.264648,7,6849.41591395238,30.9392483419307,3.98729873868535e+26
"566","DRM11",6.57,"Low Fat",0.066014596,"Hard Drinks",259.7278,"OUT013","1987","High","Tier 3","Supermarket Type1",2863.6058,"DR",34,"2",266.363814596,11.0254112189762,259.7278,259.793814596,17.1458257869688,266.2978,1706.411646,2,5961.80545728566,39.6861187214612,2.30622714404614e+28
"567","FDL58",5.78,"Regular",0.07429945,"Snack Foods",264.9568,"OUT045","2002","Small","Tier 2","Supermarket Type1",1845.5976,"FD",19,"2",270.81109945,6.96565477843935,88.3189333333333,265.03109945,19.68614451376,270.7368,1531.450304,8,4610.69248524653,45.6741868512111,6.09094100916328e+27
"568","FDL25",6.92,"Regular",0.131128467,"Breakfast",93.1804,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1561.9668,"FD",22,"1",100.231528467,16.7628256586149,46.5902,93.311528467,12.2186030064468,100.1004,644.808368,10,2726.1803195247,13.3009971098266,3.88322095901565e+25
"569","FDD40",20.25,"Regular",0.014816356,"Dairy",194.1162,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3848.324,"FD",22,"3",214.381016356,19.8248471791638,97.0581,194.131016356,2.8760947245672,214.3662,3930.85305,10,8798.76018853673,9.53221289437586,4.87995742374186e+27
"570","FDT08",13.65,"Low Fat",0.049318315,"Fruits and Vegetables",149.005,"OUT045","2002","Small","Tier 2","Supermarket Type1",2097.27,"FD",19,"3",162.704318315,14.0751652629106,49.6683333333333,149.054318315,7.348675526575,162.655,2033.91825,8,4888.77089238257,10.9950752950753,6.53377391167066e+26
"571","FDO22",13.5,"Regular",0.017960492,"Snack Foods",81.596,"OUT017","2007","Small","Tier 2","Supermarket Type1",639.168,"FD",14,"1",95.113960492,7.83332516299819,27.1986666666667,81.613960492,1.465504305232,95.096,1101.546,3,2177.9098047449,5.93118518518518,5.70931756983677e+21
"572","NCM41",16.5,"Non Edible",0.035801238,"Health and Hygiene",92.612,"OUT018","2009","Medium","Tier 3","Supermarket Type2",559.272,"NC",12,"1",109.147801238,6.03887185245973,46.306,92.647801238,3.315624253656,109.112,1528.098,4,2600.21242148512,5.62193939393939,3.27829482164159e+23
"573","FDJ21",16.7,"Regular",0.038606365,"Snack Foods",146.5102,"OUT045","2002","Small","Tier 2","Supermarket Type1",2770.3938,"FD",19,"3",163.248806365,18.9092213374905,48.8367333333333,146.548806365,5.656226257423,163.2102,2446.72034,8,5979.15627268375,8.71094011976048,1.1156780958069e+27
"574","FDC53",8.68,"Low Fat",0.008871687,"Frozen Foods",99.7384,"OUT018","2009","Medium","Tier 3","Supermarket Type2",295.6152,"FD",12,"1",108.427271687,2.9639055769894,49.8692,99.747271687,0.8848478666808,108.4184,865.729312,4,1668.84855843483,11.371935483871,1.83732934669919e+20
"575","DRK35",8.365,"Low Fat",0.125793938,"Hard Drinks",36.2506,"OUT019","1985","Small","Tier 1","Grocery Store",37.9506,"DR",36,"4",44.741393938,1.0468957755182,12.0835333333333,36.376393938,4.5601057288628,44.6156,303.236269,5,584.895245881084,4.53683203825463,7847044263204388864
"576","FDQ09",7.235,"Low Fat",0.058369013,"Snack Foods",115.2834,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1267.0174,"FD",12,"1",122.576769013,10.9904582966845,57.6417,115.341769013,6.7289782732842,122.5184,834.075399,4,2687.18331143102,15.8220164324656,2.38793659480165e+24
"577","DRB48",16.75,"Regular",0.026969899125,"Soft Drinks",39.3822,"OUT046","1997","Small","Tier 1","Supermarket Type1",353.5398,"DR",24,"4",56.159169899125,8.97714703597057,13.1274,39.409169899125,1.06213396132057,56.1322,659.65185,9,1303.44675640413,2.33724577114428,3.21760460821435e+20
"578","DRE25",15.35,"Low Fat",0.073269336,"Soft Drinks",92.112,"OUT035","2004","Small","Tier 2","Supermarket Type1",1118.544,"DR",17,"1",107.535269336,12.1433038040646,30.704,92.185269336,6.748985077632,107.462,1413.9192,7,3044.3252505333,6.0319073470865,1.66479945321021e+25
"579","FDL08",10.8,"Low Fat",0.049677651,"Fruits and Vegetables",245.9144,"OUT013","1987","High","Tier 3","Supermarket Type1",4655.2736,"FD",34,"2",256.764077651,18.9304636084751,245.9144,245.964077651,12.2164497390744,256.7144,2655.87552,2,8653.80326258235,22.7015648148148,1.1696110521886e+29
"580","NCV42",6.26,"Non Edible",0.031470832,"Household",110.2228,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1547.3192,"NC",22,"1",116.514270832,14.0381046389676,55.1114,110.254270832,3.4688032213696,116.4828,689.994728,10,2818.18632659666,17.6825559105431,1.2650793911796e+24
"581","FDW03",5.63,"Regular",0.024579432,"Meat",105.3306,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1045.306,"FD",22,"1",110.985179432,9.92404866202224,52.6653,105.355179432,2.5889663202192,110.9606,593.011278,10,2189.5746929124,18.575595026643,1.11064800988522e+23
"582","FDL25",6.92,"Regular",0.131665479,"Breakfast",91.8804,"OUT017","2007","Small","Tier 2","Supermarket Type1",275.6412,"FD",14,"1",98.932065479,3,30.6268,92.012065479,12.0974768767116,98.8004,635.812368,3,1373.81723190739,13.3009971098266,7.23209969403522e+22
"583","FDC17",12.15,"Low Fat",0.015523707,"Frozen Foods",212.0928,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2735.1064,"FD",12,"2",224.258323707,12.8958003289126,106.0464,212.108323707,3.2924664840096,224.2428,2576.92752,4,6351.49049468097,17.3784654778235,1.6462481252658e+26
"584","FDK44",16.6,"Low Fat",0.122475364,"Fruits and Vegetables",175.5738,"OUT045","2002","Small","Tier 2","Supermarket Type1",347.5476,"FD",19,"3",192.296275364,1.97949580176541,58.5246,175.696275364,21.5034650638632,192.1738,2914.52508,8,4150.29843336403,10.477672021419,1.31423438025067e+27
"585","FDE34",9.195,"Low Fat",0.107891398,"Snack Foods",182.7634,"OUT046","1997","Small","Tier 1","Supermarket Type1",3817.0314,"FD",24,"3",192.066291398,20.8850973444355,60.9211333333333,182.871291398,19.7185987292332,191.9584,1680.509463,9,6410.32291940361,19.8557259380098,4.99177201980293e+28
"586","FDP10",19,"Low Fat",0.128065918,"Snack Foods",104.3622,"OUT035","2004","Small","Tier 2","Supermarket Type1",1905.5196,"FD",17,"1",123.490265918,18.2587143620966,34.7874,104.490265918,13.3652409474996,123.3622,1982.8818,7,4482.2070714236,5.58169473684211,1.79664987389765e+27
"587","FDZ22",9.395,"Low Fat",0.045361705,"Snack Foods",83.825,"OUT045","2002","Small","Tier 2","Supermarket Type1",665.8,"FD",19,"1",93.265361705,7.94273784670444,27.9416666666667,83.870361705,3.802444921625,93.22,787.535875,8,1901.51034447347,8.87026195967122,1.18891506550786e+23
"588","NCK19",9.8,"Non Edible",0.090390357,"Others",192.1478,"OUT013","1987","High","Tier 3","Supermarket Type1",2324.9736,"NC",34,"3",202.038190357,12.0999230800457,192.1478,192.238190357,17.3683082387646,201.9478,1883.04844,2,5276.67665824541,19.7509092970522,1.46544330549917e+28
"589","FDO44",12.6,"Low Fat",0.087029712,"Fruits and Vegetables",109.2228,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3205.1612,"FD",36,"1",121.909829712,29.345166027606,54.6114,109.309829712,9.5056288278336,121.8228,1376.20728,6,5211.56656807464,8.7498253968254,1.79032490624619e+27
"590","NCU41",18.85,"Non Edible",0.052054819,"Health and Hygiene",189.1846,"OUT046","1997","Small","Tier 1","Supermarket Type1",2101.9306,"NC",24,"3",208.086654819,11.1104741083577,63.0615333333333,189.236654819,9.8479701105874,208.0346,3566.12971,9,6627.40814016643,10.1447768936045,2.11847707934199e+28
"591","NCF31",9.13,"Non Edible",0.051952573,"Household",152.3024,"OUT045","2002","Small","Tier 2","Supermarket Type1",1821.6288,"NC",19,"3",161.484352573,11.9606046917186,50.7674666666667,152.354352573,7.9125015540752,161.4324,1390.520912,8,3964.20202219595,16.6547596446392,1.52616351885112e+26
"592","FDG14",9,"Regular",0.050786366,"Canned",152.2024,"OUT017","2007","Small","Tier 2","Supermarket Type1",3643.2576,"FD",14,"3",161.253186366,23.9369260931496,50.7341333333333,152.253186366,7.7298067924784,161.2024,1369.8216,3,5760.94988897696,16.7752666666667,2.16589441987758e+26
"593","NCH30",17.1,"Non Edible",0.067141355,"Household",114.586,"OUT035","2004","Small","Tier 2","Supermarket Type1",2942.836,"NC",17,"1",131.753141355,25.682334665666,38.1953333333333,114.653141355,7.69345930403,131.686,1959.4206,7,5532.98840989353,6.65649122807018,9.83786348060235e+26
"594","FDR36",6.715,"Regular",0.121485195,"Baking Goods",40.2454,"OUT013","1987","High","Tier 3","Supermarket Type1",587.2356,"FD",34,"4",47.081885195,14.5913719331899,40.2454,40.366885195,4.889220266853,46.9604,270.247861,2,1144.35276706447,6.27961611648879,3.63854117365971e+21
"595","NCJ30",5.82,"Non Edible",0.080640478,"Household",167.779,"OUT046","1997","Small","Tier 1","Supermarket Type1",2886.243,"NC",24,"3",173.679640478,17.2026475303822,55.9263333333333,167.859640478,13.529778758362,173.599,976.47378,9,4686.56342911604,29.1269759450172,1.19379784438415e+27
"596","FDR08",18.7,"Low Fat",0.037699254,"Fruits and Vegetables",110.2886,"OUT045","2002","Small","Tier 2","Supermarket Type1",2223.772,"FD",19,"1",129.026299254,20.1632081647605,36.7628666666667,110.326299254,4.1577979447044,128.9886,2062.39682,8,4899.06286584193,5.9352192513369,1.17812798634157e+26
"597","FDU04",7.93,"Low Fat",0.00614627657142857,"Frozen Foods",123.2414,"OUT018","2009","Medium","Tier 3","Supermarket Type2",487.3656,"FD",12,"1",131.177546276571,3.95456072391258,61.6207,123.247546276571,0.757475729450057,131.1714,977.304302,4,2075.76156353286,15.3674176824996,6.63302566011648e+20
"598","NCQ50",18.75,"Non Edible",0.034501405,"Household",211.7218,"OUT017","2007","Small","Tier 2","Supermarket Type1",5770.4886,"NC",14,"2",230.506301405,27.2550516763035,70.5739333333333,211.756301405,7.304699569129,230.4718,3969.78375,3,10788.0781415425,11.3891626666667,3.10982960276459e+28
"599","FDL46",20.35,"Low Fat",0.053795154,"Snack Foods",117.7466,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1414.1592,"FD",36,"1",138.150395154,12.0101913770759,58.8733,117.800395154,6.3341964799764,138.0966,2396.14331,6,4489.21650985695,5.78558230958231,5.50932816506841e+26
"600","DRK37",5,"Low Fat",0.044004675,"Soft Drinks",188.853,"OUT046","1997","Small","Tier 1","Supermarket Type1",5502.837,"DR",24,"3",193.897004675,29.1382027291068,62.951,188.897004675,8.310414887775,193.853,944.265,9,7365.30965969188,37.8286,1.5607717026099e+27
"601","FDK48",7.445,"Low Fat",0.0412990857142857,"Baking Goods",76.8354,"OUT046","1997","Small","Tier 1","Supermarket Type1",2181.8266,"FD",24,"4",84.3216990857143,28.3961116881021,25.6118,76.8766990857143,3.17323177049143,84.2804,572.039553,9,3190.64156449459,10.1054936198791,5.95985697172817e+23
"602","FDV58",20.85,"Low Fat",0.121250374,"Snack Foods",193.9452,"OUT046","1997","Small","Tier 1","Supermarket Type1",1565.9616,"FD",24,"3",214.916450374,8.07424777720717,64.6484,194.066450374,23.5159280355048,214.7952,4043.75742,9,6610.15146760661,9.39571969091393,2.42834137598437e+29
"603","FDN27",20.85,"Low Fat",0.0437933658571429,"Meat",115.1808,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1054.6272,"FD",12,"1",136.074593365857,9.15627604600767,57.5904,115.224593365857,5.0441549141184,136.0308,2401.51968,4,4093.14917610168,5.63190620836664,3.18993891804556e+25
"604","FDZ52",19.2,"Low Fat",0.100230114,"Frozen Foods",112.9886,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1667.829,"FD",22,"1",132.288830114,14.7610378392156,56.4943,113.088830114,11.3248602587004,132.1886,2169.38112,10,4492.87005674272,5.80669791666667,3.13220686672008e+27
"605","NCF42",17.35,"Non Edible",0.167383061,"Household",175.6712,"OUT046","1997","Small","Tier 1","Supermarket Type1",2812.3392,"NC",24,"3",193.188583061,16.0091079243496,58.5570666666667,175.838583061,29.4043831855432,193.0212,3047.89532,9,6781.86350612891,10.1752853025937,5.99332827774298e+29
"606","FDQ48",14.3,"Regular",0.034404732,"Baking Goods",98.1726,"OUT035","2004","Small","Tier 2","Supermarket Type1",489.363,"FD",17,"1",112.507004732,4.98472078767395,32.7242,98.207004732,3.3776019927432,112.4726,1403.86818,7,2415.83770937602,6.84511188811189,3.15295830955665e+23
"607","FDW49",19.5,"Low Fat",0.082719632,"Canned",179.3002,"OUT045","2002","Small","Tier 2","Supermarket Type1",2865.6032,"FD",19,"3",198.882919632,15.9821528364162,59.7667333333333,179.382919632,14.8316465615264,198.8002,3496.3539,8,7284.68234408328,9.19077948717949,9.35960973572558e+28
"608","FDR58",6.675,"Low Fat",0.041913535,"Snack Foods",90.7462,"OUT035","2004","Small","Tier 2","Supermarket Type1",1665.8316,"FD",17,"1",97.463113535,18.357039743813,30.2487333333333,90.788113535,3.803494029817,97.4212,605.730885,7,2745.10397909309,13.8329721181856,3.96056123586332e+23
"609","NCE07",8.18,"Non Edible",0.0132043,"Household",143.8154,"OUT017","2007","Small","Tier 2","Supermarket Type1",2694.4926,"NC",14,"3",152.0086043,18.7357723859893,47.9384666666667,143.8286043,1.89898168622,151.9954,1176.409972,3,4567.61822111288,17.371075794621,8.23035266521513e+23
"610","FDK14",6.98,"Low Fat",0.041105789,"Canned",83.4934,"OUT046","1997","Small","Tier 1","Supermarket Type1",1555.9746,"FD",24,"1",90.514505789,18.6358993645007,27.8311333333333,83.534505789,3.4320620832926,90.4734,582.783932,9,2593.00256834435,11.8865902578797,3.54764321216225e+23
"611","FDC11",20.5,"Low Fat",0.141106202,"Starchy Foods",87.9172,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3836.3396,"FD",36,"1",108.558306202,43.6358255267456,43.9586,88.058306202,12.4056621824744,108.4172,1802.3026,6,6223.76818965822,4.34047317073171,1.5108950784467e+28
"612","FDL22",16.85,"Low Fat",0.036463975,"Snack Foods",90.7488,"OUT045","2002","Small","Tier 2","Supermarket Type1",543.2928,"FD",19,"1",107.635263975,5.98677668465038,30.2496,90.785263975,3.30906197448,107.5988,1529.11728,8,2578.11099253788,5.40217078799868,6.41048160763264e+23
"613","NCQ41",14.8,"Non Edible",0.01946418,"Health and Hygiene",196.3794,"OUT013","1987","High","Tier 3","Supermarket Type1",1950.794,"NC",34,"3",211.19886418,9.93380161055589,196.3794,196.39886418,3.822363989892,211.1794,2906.41512,2,5950.42821218445,13.1690285285285,4.76573144708553e+26
"614","FDX46",12.3,"Regular",0.0673698954444444,"Snack Foods",57.3562,"OUT013","1987","High","Tier 3","Supermarket Type1",177.7686,"FD",34,"4",69.7235698954444,3.09937896862065,57.3562,57.4235698954444,3.86408119709064,69.6562,705.48126,2,1265.29244946146,4.75985365853658,4.79252659749542e+21
"615","FDC35",7.435,"Low Fat",0.123086812,"Starchy Foods",206.9638,"OUT045","2002","Small","Tier 2","Supermarket Type1",1035.319,"FD",19,"2",214.521886812,5.00241588142467,68.9879333333333,207.086886812,25.4745143414056,214.3988,1538.775853,8,3567.56241425138,27.8740820443847,2.6415689252905e+27
"616","FDH45",15.1,"Regular",0.105646853,"Fruits and Vegetables",42.8796,"OUT035","2004","Small","Tier 2","Supermarket Type1",949.4308,"FD",17,"4",58.085246853,22.1417830390209,14.2932,42.985246853,4.5300947978988,57.9796,647.48196,7,1902.81409272922,2.81174687270052,1.34785449491105e+23
"617","FDX33",9.195,"Regular",0.118149377,"Snack Foods",160.5578,"OUT017","2007","Small","Tier 2","Supermarket Type1",1283.6624,"FD",14,"3",169.870949377,7.99501737069143,53.5192666666667,160.675949377,18.9698040424906,169.7528,1476.328971,3,3541.04564010936,17.3744208809135,3.25011536821022e+26
"618","DRJ35",10.1,"Low Fat",0.046545786,"Hard Drinks",59.9878,"OUT013","1987","High","Tier 3","Supermarket Type1",484.7024,"DR",34,"4",70.134345786,8.08001626997489,59.9878,60.034345786,2.7921793014108,70.0878,605.87678,2,1480.44667115399,6.04829702970297,9.60661405297218e+21
"619","FDC40",16,"Regular",0.065009745,"Dairy",79.5986,"OUT013","1987","High","Tier 3","Supermarket Type1",934.7832,"FD",34,"4",95.663609745,11.7437140854236,79.5986,79.663609745,5.174684688357,95.5986,1273.5776,2,2726.57239367378,4.87569375,5.2472898829143e+24
"620","FDO19",17.7,"Regular",0.016630303,"Fruits and Vegetables",48.1034,"OUT045","2002","Small","Tier 2","Supermarket Type1",534.6374,"FD",19,"4",65.820030303,11.1143370323096,16.0344666666667,48.120030303,0.7999741173302,65.8034,851.43018,8,1712.59083539141,2.73842184557439,7.11960673322843e+20
"621","FDP13",8.1,"Regular",0.134532392,"Canned",39.448,"OUT049","1999","Medium","Tier 1","Supermarket Type1",878.856,"FD",22,"4",47.682532392,22.2788481038329,19.724,39.582532392,5.307033799616,47.548,319.5288,10,1479.51452384665,4.98534979423868,3.67864348062493e+22
"622","FDP24",20.6,"Low Fat",0.083133128,"Baking Goods",120.1756,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1332.9316,"FD",22,"1",140.858733128,11.0915327237809,60.0878,120.258733128,9.9905735372768,140.7756,2475.61736,10,4496.86634120986,5.83592448759439,2.20518534073737e+27
"623","NCQ42",20.35,"Non Edible",0.039428167,"Household",127.9678,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3560.6984,"NC",12,"1",148.357228167,27.8249559654851,63.9839,128.007228167,5.0455357890226,148.3178,2604.14473,4,6875.92879762096,6.26426535626536,8.14778905242695e+26
"624","FDY59",8.195,"Low Fat",0.034061626125,"Baking Goods",93.1462,"OUT018","2009","Medium","Tier 3","Supermarket Type2",647.8234,"FD",12,"1",101.375261626125,6.95490959373544,46.5731,93.180261626125,3.17271103936447,101.3412,763.333109,4,1893.63741116369,11.3743583485865,3.00385482185357e+22
"625","FDU14",17.75,"Low Fat",0.034823127,"Dairy",248.675,"OUT045","2002","Small","Tier 2","Supermarket Type1",4993.5,"FD",19,"2",266.459823127,20.0804262591736,82.8916666666667,248.709823127,8.659641106725,266.425,4413.98125,8,10620.5703870448,14.0492957746479,2.14970461988983e+29
"626","FDB21",7.475,"Low Fat",0.148492521,"Fruits and Vegetables",240.6854,"OUT035","2004","Small","Tier 2","Supermarket Type1",1691.7978,"FD",17,"2",248.308892521,7.02908360872741,80.2284666666667,240.833892521,35.7399818138934,248.1604,1799.123365,7,4639.26424876776,32.3518186547752,3.67589703427374e+28
"627","FDT32",19,"Regular",0.065901299,"Fruits and Vegetables",188.7214,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1695.7926,"FD",12,"3",207.787301299,8.98569319642606,94.3607,188.787301299,12.4369854090986,207.7214,3585.7066,4,6249.68390848252,9.91112631578947,8.76343392688442e+27
"628","FDK20",12.6,"Regular",0.041622264,"Fruits and Vegetables",124.0072,"OUT049","1999","Medium","Tier 1","Supermarket Type1",4042.7376,"FD",22,"1",136.648822264,32.6008296292473,62.0036,124.048822264,5.1614604163008,136.6072,1562.49072,10,6294.11393962795,9.71132980599647,8.848333282938e+26
"629","FDX09",9,"Low Fat",0.064933297,"Snack Foods",174.837,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4763.799,"FD",36,"3",183.901933297,27.2470872870159,87.4185,174.901933297,11.352742847589,183.837,1573.533,6,7247.54246299561,19.6007777777778,1.99068736094277e+28
"630","FDM01",7.895,"Regular",0.0945493,"Breakfast",102.6332,"OUT035","2004","Small","Tier 2","Supermarket Type1",1640.5312,"FD",17,"1",110.6227493,15.9844105026444,34.2110666666667,102.7277493,9.70389721676,110.5282,810.289114,7,2984.95715230957,13.0045218492717,1.87003506981989e+25
"631","DRI37",15.85,"Low Fat",0.107076832,"Soft Drinks",58.7904,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1288.9888,"DR",36,"4",74.747476832,21.9251578489005,29.3952,58.897476832,6.2950897840128,74.6404,931.82784,6,2627.11916274811,3.68954504030845,9.05917686966591e+24
"632","FDL20",17.1,"Low Fat",0.128674983,"Fruits and Vegetables",112.3886,"OUT045","2002","Small","Tier 2","Supermarket Type1",2334.9606,"FD",19,"1",129.617274983,20.7757779703635,37.4628666666667,112.517274983,14.4616011943938,129.4886,1921.84506,8,4885.17534797272,6.53214684860299,4.3373105916708e+27
"633","FDU13",8.355,"Low Fat",0.188322664,"Canned",148.5418,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2207.127,"FD",12,"3",157.085122664,14.8586256528465,74.2709,148.730122664,27.9737874913552,156.8968,1241.066739,4,4215.21097865792,17.5956672651107,3.46704125813077e+27
"634","FDE05",10.895,"Regular",0.03520945925,"Frozen Foods",145.2102,"OUT019","1985","Small","Tier 1","Grocery Store",437.4306,"FD",36,"3",156.14040945925,3.01239582343389,48.4034,145.24540945925,5.11277261958435,156.1052,1582.065129,5,2746.96954233855,13.3801621538932,2.82227621492859e+24
"635","FDE58",18.5,"Low Fat",0.052025392,"Snack Foods",118.4124,"OUT013","1987","High","Tier 3","Supermarket Type1",2370.248,"FD",34,"1",136.964425392,20.0168901229939,118.4124,118.464425392,6.1604515276608,136.9124,2190.6294,2,5292.28731297065,6.39999459459459,7.89409186633878e+26
"636","FDT32",19,"Regular",0.065316099,"Fruits and Vegetables",189.9214,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5087.3778,"FD",36,"3",208.986716099,26.786753888714,94.9607,189.986716099,12.4049249646186,208.9214,3608.5066,6,9715.22464913033,9.91112631578947,5.57313647669232e+29
"637","FDZ01",8.975,"Regular",0.01516265,"Canned",101.899,"OUT010","1998","Medium","Tier 3","Grocery Store",103.199,"FD",23,"1",110.88916265,1.01275773069412,50.9495,101.91416265,1.54505887235,110.874,914.543525,1,1539.94257698679,11.4762116991643,6.5014656763781e+19
"638","FDM08",10.1,"Regular",0.053584207,"Fruits and Vegetables",224.4088,"OUT046","1997","Small","Tier 1","Supermarket Type1",4697.8848,"FD",24,"2",234.562384207,20.9344945474509,74.8029333333333,224.462384207,12.0247675918216,234.5088,2266.52888,9,8052.96661279131,22.1889900990099,6.37683692334056e+28
"639","FDS58",9.285,"Regular",0.020989132,"Snack Foods",158.6578,"OUT013","1987","High","Tier 3","Supermarket Type1",2406.867,"FD",34,"3",167.963789132,15.1701775771503,158.6578,158.678789132,3.3300895070296,167.9428,1473.137673,2,4767.2127807028,17.2466965834979,3.98800297491218e+25
"640","FDZ26",11.6,"Regular",0.144017405,"Dairy",238.3222,"OUT046","1997","Small","Tier 1","Supermarket Type1",5736.5328,"FD",24,"2",250.066217405,24.07049280344,79.4407333333333,238.466217405,34.322544797891,249.9222,2764.53752,9,9682.83956245266,20.6191551724138,5.22541611233218e+30
